id,text,aspect_term,aspect_category,polarity
,"The sweet lassi was excellent as was the lamb chettinad and the garlic naan, but the rasamalai was unforgettable.",rasamalai,food,conflict
,It's all about the food !!,food,food,positive
,We went after a drink.,drink,anecdotes/miscellaneous,neutral
,"The waiters are sweet, the food is tasty, and the bill is never too big.",bill,price,positive
,"Overall I was impressed and will be back, it's a great QPR (quality to price ratio).",Quality,price,positive
,We had a good time.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
1604,i've been to naples 45 for dinner twice.,dinner,anecdotes/miscellaneous,neutral
3520,there is actually space to breathe and the decor sets the tone for an intimate dinner.,dinner,ambience,positive
,"Don't go alone - two people won't be enough for the whole experience, with pickles and a variety of meat and seafood.",selection of meats and seafoods,food,positive
2498,tuk tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,price,positive
233,service was good and food is wonderful.,food,service,positive
1782,taxan delicious!,Taxan,food,positive
1949,"if it's just a quick martini at the bar (which i recommend jeffery's) or a mind blowing roast chicken, go to village!",Roast Chicken,food,positive
,"Since there were so many to choose from, we walked up and down the street and looked in the windows and noticed so many vacancies other than the Taj Mahal.",seats,anecdotes/miscellaneous,neutral
,There is a real gallery of stars who have visited.,ambience,ambience,neutral
3118,"from the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",drinks,food,positive
2585,delivery service is great too.,Delivery service,service,positive
3622,i would highly recommend it.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,I grew up with these bagels.,bagels,anecdotes/miscellaneous,positive
,I live a block away and see Patsy a lot.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,I liked this place very much.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
123,ciao bella,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
3235,"the staff has always been friendly without seeming grating, and the chef has greeted us on a couple of occasions.",chef,service,positive
,Definitely a great place for a nice occasion or date.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"French fries were delicious, if a little thick.",Frites,food,positive
,You are in the middle of Chinatown!,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
2777,"to be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of teodora.",food,anecdotes/miscellaneous,negative
3697,"the corned beef and pastrami are excellent, much less fatty than those big tourist places around times square.",pastrami,food,positive
,It was my first time eating here and absolutely loved it!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
939,the food was authentic.,food,food,positive
864,the portions are small but being that the food was so good makes up for that.,food,food,conflict
,"French fries were delicious, if a little thick.",Frites,food,positive
,"Even so, the food itself is pretty good.",food,food,positive
,The food was bland and expensive.,food,price,negative
2971,recommended.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2431,the parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,kebabs,food,positive
,I've been to Saphir twice and both times the food was ok if not good.,food,food,positive
,Also conveniently located just off Bedford Ave.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"If you want a nice light meal with an Asian accent, Long Tan is a good place on the hillside.",meal,food,positive
,"Don't go alone - even two people won't be enough for the whole experience, with pickles and a choice of meat and seafood.",selection of meats and seafoods,food,positive
2034,"for being number 1, this place has alot of work to do in order to truly earn its so called reputation.",anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,"If you love wine and cheese and delicious French dishes, you will love artisanal!",cheese,food,positive
,"They have it all - great price, food and service.",service,price,positive
,You have to increase the service a lot.,service,service,negative
,Really where is the spice?,seasoning,food,negative
2309,there is a downside if you're ordering in -- the delivery guys have major attitude.,delivery guys,service,negative
,"All in all, this Midtown gem instantly became one of my favorite sushi restaurants in town.",sushi,anecdotes/miscellaneous,positive
,"I know you've been too busy showing off your vintage t-shirt and looking bored, but my agenda is for me to be here to eat and enjoy the company of friends for an enjoyable experience.",service,service,negative
748,surprisingly nothing could be further from the truth.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,We had the lobster sandwich and it was fantastic.,lobster sandwich,food,positive
,The food was so-so.,food,food,neutral
2348,"we made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school italian scenery with lots of fun stuff to admire.",dinner reservations,ambience,positive
1713,"other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food,price,negative
1386,"the food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic thai cuisine.",flavors,food,positive
1329,"we had reservations at 9pm, but was not seated until 10:15pm.",reservations,anecdotes/miscellaneous,negative
1109,the garlic mashed potatoes are hands down the best in the city!,garlic mashed potatoes,food,positive
2802,good for casual dinner with jeans and sneakers.,casual dinner,anecdotes/miscellaneous,positive
642,enjoy!!!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,I live nearby and when they first opened I ate a lot there.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
1840,the location is perfect.,location,ambience,positive
,This quaint and romantic trattoria is high on my list of Manhattan restaurants.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"To celebrate a birthday, three of us went to the mare and expected good food.",food,anecdotes/miscellaneous,neutral
1250,i ordered the chu chu curry and my friend ordered the pad thai chicken.,pad thai chicken,food,neutral
2708,"the food is fresh, delicious, and reasonably priced.",priced,price,positive
3088,the 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,bombay cosmopolitan,food,positive
2959,they also have a back garden open in the summer - cute and french with outdoor seating - what more could you ask for?,outdoor seatin,ambience,positive
,"Everything was just amazing, unique and delicious and the best part was that it didn't break the bank.",price,price,positive
3388,they live up to the thai way of living.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
1644,the all you can eat deal is truly amazing here.,all you can eat deal,price,positive
600,"it is nearly impossible to get a table, so if you ever have the chance to go here for dinner, do not pass it up.",dinner,anecdotes/miscellaneous,conflict
3488,the waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as i would have expected.,owners,service,negative
,what for?,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
2817,"it's also attached to angel's share, which is a cool, more romantic bar...",bar,ambience,positive
,"In any case, once a year a pleasure that I look forward to during the holidays!",anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,The service is top notch.,Service,service,positive
717,we won't go to this place again for a good meal.,meal,food,negative
,"The service is a little shabby at times, but everything is taken when the food arrives.",food,service,negative
2812,"same owner as the guy who owns typhoon, which is just down the street on st. marks and 1st ave.",owner,anecdotes/miscellaneous,neutral
1482,"the plain slice is great and if you get toppings, the whole slice is topped with them, not sparsely sprinkled on like some places.",toppings,food,positive
